접수번호,접수일자,농장코드,농장명,구분,담당수의사,질병명,검사종류,결과,PDF_파일ID,파일명
24-1254_,2024-10-08,DB3014,운도,협력,양승혁,PRRS,,,1vuTy2_rFklnOJyGfPslhGfmSr0LNg_n5,
24-1253_,2024-10-08,DB3017,성산,협력,이희원,PRRS,,,1NPwmcUMxOuHhQEly8an0esJnRLYIv_Xl,
24-1248_,2024-10-08,DB4003,유기,위탁장,박지형,PRRS,,,1QAwXpu92vKbOQG4aYhy74IPH6srvSBJP,
24-1252_,2024-10-08,DB3016,남도,협력,장석현,PRRS,,,1FIPo5R3FPVhEHUc51dK4wHQxP3ZiYD9K,
24-1251_,2024-10-08,DB3007,효돈,협력,양승혁,PRRS,,,1Jb10bmUxP7m_sQX3fQQS4qB9b4-J4WYJ,
24-1250_,2024-10-08,DB3002,삼경,협력,장석현,PRRS,,,1sMIiIOFyB8QXSuzOdsH_O0405gpKYZ9s,
24-1249_,2024-10-08,DB2015,다원,직영,고상억,PRRS,,,1JHX5-KW2qRz2LDtksX0G82WgqP3au6oM,
24-1247_,2024-10-08,DB4014,버들,직영,양승혁,PRRS,,,1fTsQt_3x8EmQBDlLkooJVsyb3RkxqmAu,
24-1246_,2024-10-08,DB5002,조치원,SP센터,이희원,PRRS,,,1SCUc9O3pApmp4ZpYI_46DSeULH_ycsZD,
24-1245_,2024-10-08,DB2008,여울목,직영,고상억,PRRS,,,1oSwh3MBvlOWn3iF7WrEZr7Z4BVhijw2t,
24-1244_,2024-10-08,DB5001,중원,SP센터,장석현,PRRS,,,1GrPTlnXEa5Ge_4SyV2fnoxpdtxwrG3Nf,
24-1242_,2024-10-07,DB2014,진천,직영,박지형,PRRS,,,1Jv-NCNmMHYIP6CBTM1chWDpn4vKqCbIc,
24-1235_,2024-10-04,DB1001,성진,직영,양승혁,PRRS,,,1nFZFPnKazBota8gpu5zfGuVa6ZKf3fev,
24-1234_,2024-10-02,DB1002,대덕,직영,박지형,PRRS,,,1eSDYqoC96wcjqjw7rwxIoD56LQpOv9X2,
24-1233_,2024-10-02,DB3002,삼경,협력,장석현,PRRS,,,1Tn2slcZjkqt6tU8wKt58jj9P675keldv,
24-1232_,2024-10-02,DB4003,유기,위탁장,박지형,PRRS,,,1YHiJioQWeO3ZcMjNgW0QPYOUZAxtUxpL,
24-1231_,2024-10-02,DB4014,버들,직영,양승혁,PRRS,,,10XbK5ZH6k5CPmDUodcrC6Ohuc7D7f-cQ,
24-1230_,2024-10-02,DB2015,다원,직영,고상억,PRRS,,,1u1REtNWHFhWwYnlfHBPGlQMCE33KeJvd,
24-1229_,2024-10-02,DB3016,남도,협력,장석현,PRRS,,,1yIlxiMkg4mBFQPn21dkiq8bHBWaA2lL3,
24-1228_,2024-10-02,DB3007,효돈,협력,양승혁,PRRS,,,1HtVGrfRYos8Tz8lgt9TcxjBxap2EXK2b,
24-1227_,2024-10-02,DB3017,성산,협력,이희원,PRRS,,,1VHq5m8VLnL7LK2O9kvG4XcmPAAJBTFKr,
24-1226_,2024-10-02,DB3014,운도,협력,양승혁,PRRS,,,1oC_K8SVUaUsTRJ9m_zId7mMiDPoLCfGa,
24-1222_,2024-09-30,DB2006,대월,직영,고상억,PRRS,,,1xcnvO6GyLBCC809y7Awry2LSUDlmDFsV,
24-1212_,2024-09-30,네스트(3023청주한빛),네스트(3023청주한빛),-,-,PRRS,,,11qbCpFZN2t1GymjLu2qeAuXWWwoI66Sy,
24-1211_,2024-09-27,DB3022,한빛피플,협력,장석현,PRRS,,,1JNVckZkh7EZAMkUvZrtwSWge2V5abxGa,
24-1213_,2024-09-27,DB1001,성진,직영,양승혁,PRRS,,,1VoSfeSyrg_d6tpbEdrgo95hgOrNZMaFy,
24-1210_,2024-09-27,DB2010,문강,직영,박지형,PRRS,,,153Ry7yCnw7FGg67MPsCgDhNS-gc0-b9z,
24-08212_항원,2024-09-26,DB1001,성진,직영,양승혁,PRRS,항원,,1LRriOLSv7daTZoU41INo1eW4I3ZuKj2Y,
24-1207_,2024-09-26,DB2006,대월,직영,고상억,PRRS,,,10eHeJto6trmMKHvS9JJVKf6J40plFXuX,
24-1204_,2024-09-25,DB3021,화진,협력,양승혁,PRRS,,,1xbLUCuVgYLHclncWGkMigK5-LEbDHKEH,
24-1203_,2024-09-25,DB4003,유기,위탁장,박지형,PRRS,,,1-QKEEIWFH3O3NJzF9o5bkQ_NxEk78S7L,
24-1202_,2024-09-25,DB2008,여울목,직영,고상억,PRRS,,,19M4V4T7W-IgPsFMdqtz2Y7R8PdSwF38t,
24-1201_,2024-09-25,DB5002,조치원,SP센터,이희원,PRRS,,,1Z4B1baHoEjMVT1QjgtBu4xl2Z6l9E2od,
24-1196_,2024-09-25,DB3017,성산,협력,이희원,PRRS,,,1dZAWzgxOsHAh5Ec0tEuKiATZntzHwlqh,
24-1197_,2024-09-24,DB5001,중원,SP센터,장석현,PRRS,,,1HVcyvMo2JC_l4lVFMNNea7dt2Tqj_vur,
24-1195_,2024-09-24,DB2015,다원,직영,고상억,PRRS,,,1tsTXUhTya2HngydQsTj45BhPh7M2MLR3,
24-1194_,2024-09-24,DB3002,삼경,협력,장석현,PRRS,,,1YFu6C5gQreKAxRbUOJ1FOpr-0bgKPs-N,
24-1193_,2024-09-24,DB3016,남도,협력,장석현,PRRS,,,10XGt0VphStZifxKtL0fpKvsSXrorldMJ,
24-1192_,2024-09-24,DB4014,버들,직영,양승혁,PRRS,,,1SIQ8bkL6Gk3yvcrIelxXty1A4Y1_r9LH,
24-1191_,2024-09-24,DB3007,효돈,협력,양승혁,PRRS,,,19fB6FbyG7T-Ej0O7uvxY6xJwqpNs6rEq,
24-1190_,2024-09-23,DB3021,화진,협력,양승혁,PRRS,,,1vQt8SJzCb3UlOPZPHAl57x21vFA2CmUD,
24-1188_,2024-09-20,DB2009,해림,직영,이희원,PRRS,,,1EP9_fOQBvmVeKYJY05Ni-NlsPWk0ZRFZ,
24-1187_,2024-09-20,DB1001,성진,직영,양승혁,PRRS,,,11HcEjNPolV5dZRQyTwqu9_7qTikpXwMN,
24-1186_,2024-09-20,DB3007,효돈,협력,양승혁,PRRS,,,1JnCkEcLM4i8vE_a1lPmQNgUfr47w3u-0,
24-1185_,2024-09-20,DB4003,유기,위탁장,박지형,PRRS,,,1xfuOvFtctIpGsf4S1D-Mjas2V2s7N0py,
24-1184_,2024-09-20,DB2015,다원,직영,고상억,PRRS,,,1-cA_JPRIU9JaVxblekqX7O6Ceg-Ua67i,
24-1149_,2024-09-20,DB2009,해림,직영,이희원,PRRS,,,1bWoa3ff-8ObEwbP0kz5ZwSRH985sJ2AM,
24-07976_항원,2024-09-19,DB1001,성진,직영,양승혁,PRRS,항원,,1o9U0Rui9XC5Myry2oCK6bMI7uj6mlRnz,
24-07976_혈청,2024-09-19,DB1001,성진,직영,양승혁,PRRS,혈청,,13Ab5mktNlRY3DjDKji6tK0JaUct9XCq-,
24-07966_항원,2024-09-14,DB1001,성진,직영,양승혁,PRRS,항원,,1SE1hJC-5F9w4mSX8EeWJeb_bznvQKSv8,
24-1176_,2024-09-12,DB2006,대월,직영,고상억,PRRS,,,1SmtaW2OlwEhwrSw8HJENj0yvJrD5XF1d,
24-1173_,2024-09-11,DB5001,중원,SP센터,장석현,PRRS,,,14awfOP-t8GFFiezAuXQZ5pCtPjRbeXcg,
24-1172_,2024-09-11,DB3016,남도,협력,장석현,PRRS,,,1Ivd3YHGyIQNVsBFSc1GBe17sIvMlWRbq,
24-07809_항원,2024-09-10,DB1001,성진,직영,양승혁,PRRS,항원,,1LTNz3ok5kV7xn75mHR-YFKL_IZHqIzMU,
24-07809_혈청,2024-09-10,DB1001,성진,직영,양승혁,PRRS,혈청,,1dGSiRDGxZa8RBfdywBxbk30x2jNLTM6g,
24-1169_,2024-09-10,DB4003,유기,위탁장,박지형,PRRS,,,1tfPXCsSLj7VijijZxKEQnW7-hpQphGH5,
24-1168_,2024-09-10,DB3007,효돈,협력,양승혁,PRRS,,,1P_j0m-F1TSJFdlwU1erCZTlKnVbdZGTT,
24-1167_,2024-09-10,DB3017,성산,협력,이희원,PRRS,,,1R5-5okbHDn3uBRNTs0uT8eLrBKMC93kZ,
24-1166_,2024-09-10,DB3014,운도,협력,양승혁,PRRS,,,12B6_V1N80jylkCuwJ_BQfEJ_6IxDzW2K,
24-1165_,2024-09-10,DB2015,다원,직영,고상억,PRRS,,,1hZ8iXvuWU-nVgy1QPxX7sXyvFvg7iyJY,
24-1164_,2024-09-10,DB3002,삼경,협력,장석현,PRRS,,,1JyP4UN-Ha-Gaqx4uH4O1axBybgcmjeek,
24-1159_,2024-09-06,DB2011,서후,직영,박지형,PRRS,,,1jVTvSfajq6wgRFp_ZGCP_tIVBIJ8EsKN,
24-1158_,2024-09-06,DB3021,화진,협력,양승혁,PRRS,,,1IM1Xm_2XUnXASXbt4pKUOLUqI8pb9Hyy,
24-1155_,2024-09-05,DB4003,유기,위탁장,박지형,PRRS,,,1y_cBLIEVJUfpIm8hIe32VFri5fsh9Gcg,
24-1153_,2024-09-05,DB1001,성진,직영,양승혁,PRRS,,,1G5l3TLMFeC6tZCxIOCasaGIKWyC-jrJy,
24-1147_,2024-09-04,DB5002,조치원,SP센터,이희원,PRRS,,,1cdaNnpe9-NDi8ivNastNH0LY53nUy4sk,
24-1146_,2024-09-03,DB2008,여울목,직영,고상억,PRRS,,,1y91rUdC201vYU-hYAk9n4tGy6sh9qIwp,
24-1145_,2024-09-03,DB5001,중원,SP센터,장석현,PRRS,,,18srNj-IlgnP-_W8akDsDrjUUuAy94Kbt,
24-1144_,2024-09-03,DB4003,유기,위탁장,박지형,PRRS,,,11xJnWJ2ZswR3-WpI0EcWFNoHLSGGdUGT,
24-1143_,2024-09-03,DB3014,운도,협력,양승혁,PRRS,,,1kkFiL3SWtICAwFiL-pvedpSckohoY1-R,
24-1142_,2024-09-03,DB3007,효돈,협력,양승혁,PRRS,,,1SjL6DqA2CnJ1QLCMh_cXqGuWktPye0KU,
24-1141_,2024-09-03,DB2015,다원,직영,고상억,PRRS,,,1buO8YZ2T1vT7EDembQIE0Mqvd-YwaHf8,
24-1140_,2024-09-03,DB3016,남도,협력,장석현,PRRS,,,1pzdGkQ9htPylnjMlNp3CfqD-oNPbQOdn,
24-1139_,2024-09-03,DB3002,삼경,협력,장석현,PRRS,,,1rsQuTm-guLR1eCBieM_31tGb-EYeA1Ne,
24-1138_,2024-09-03,DB3017,성산,협력,이희원,PRRS,,,1J3YUXbRoMlIib4lvNKxCTIWhmc1QLTCj,
24-07503_혈청,2024-08-30,DB1001,성진,직영,양승혁,PRRS,혈청,,1XgB5rGRMOYg2Um-I5sxNEX7ftDkWh_nI,
24-07503_항원,2024-08-29,DB1001,성진,직영,양승혁,PRRS,항원,,1t2jRywU-yCOXUSOyCLtsIvWy-UpWIcUk,
24-07299_항원,2024-08-23,DB1001,성진,직영,양승혁,PRRS,항원,,15MGaHG4RcWEmRmka9Nwr1P_sC1Mi1LgR,
24-07129_항원,2024-08-19,DB1001,성진,직영,양승혁,PRRS,항원,,1kttIU_m3yi6u-U6RmmTTKRSbaMlXnFFA,
24-06694_항원,2024-08-01,DB1001,성진,직영,양승혁,PRRS,항원,,1PvYELr3HQoQBGmIDMEIHm4Yg__02F9V3,
24-06600_항원,2024-07-30,DB1001,성진,직영,양승혁,PRRS,항원,,1nR2f5oWIsoLpwc-bDUekbx642p4FMkXX,
24-06600_혈청,2024-07-30,DB1001,성진,직영,양승혁,PRRS,혈청,,1EeeU9PhtgFY6_pOXmNoxemhXoYw9_CEL,
24-06360_항원,2024-07-22,DB1001,성진,직영,양승혁,PRRS,항원,,1yCibeGM48-xGIRhOgmtKoBKMmO7yGp6_,
24-06309_항원,2024-07-19,DB1001,성진,직영,양승혁,PRRS,항원,,1L5axeznKBUJBNWwDvEuaHt9HzBBdrBHo,
24-05739_항원,2024-07-01,DB1001,성진,직영,양승혁,PRRS,항원,,1vWVajdVQFURclhcD_T5Rfs_BDDxLTb7B,
24-05063_,2024-06-18,DB2013,고흥,직영,장석현,PRRS,,,1EYaC3fs1eno0vHZLDLH9UMV59sq9Dc24,
24-05205_항원,2024-06-13,DB1001,성진,직영,양승혁,PRRS,항원,,1G1WERLqSE3zZnR2dILWTOqjiHPq_6eJf,
24-05064_항원,2024-06-11,DB1001,성진,직영,양승혁,PRRS,항원,,1rNTU-tJwRA57Y1IEIe0r5tG5P30b6KXm,
24-05063_항원,2024-06-11,DB1001,성진,직영,양승혁,PRRS,항원,,1cdNPtZJ8YWXJ7CMFeVQZ1kktiEVEIFn1,
24-05064_혈청,2024-06-11,DB1001,성진,직영,양승혁,PRRS,혈청,,18JgNo50izT7tk29IVgi1a2TfM4r7NlOW,
24-04844_항원,2024-06-03,DB1001,성진,직영,양승혁,PRRS,항원,,1pAvlFK0JwlweOwxqbRwLHzBtr7YIeX0l,
24-04675_혈청,2024-05-29,DB1001,성진,직영,양승혁,PRRS,혈청,,1yaPYzIwZItlu2oZNDm9rHhDxQ39n0P9M,
24-04674_혈청,2024-05-29,DB1001,성진,직영,양승혁,PRRS,혈청,,1UIbxMM-B9lvEt0jrREYMAulkjyeva0L6,
24-04673_혈청,2024-05-29,DB1001,성진,직영,양승혁,PRRS,혈청,,1zQYFyT3nm_sL42GRJB1rYDLzka2b1OlK,
24-04677_혈청,2024-05-29,DB1001,성진,직영,양승혁,PRRS,혈청,,1Rk3-chTJntJxIahy8xN928zsnE_FJ5Kf,
24-04150_,2024-05-21,DB3002,삼경,협력,장석현,PRRS,,,1vTcgJdoAzKWHnh7sEQ4wnAbUgjnfOe5l,
24-04112_혈청,2024-05-11,DB1001,성진,직영,양승혁,PRRS,혈청,,1nQ6_Pn5adEc4KuchRo3ji97ombMS3uZK,
24-04113_항원,2024-05-11,DB1001,성진,직영,양승혁,PRRS,항원,,1KTwaq8kZEYjxxAoJXZz-1g2ohucNIpnZ,
24-04112_항원,2024-05-11,DB1001,성진,직영,양승혁,PRRS,항원,,1sFB7CBGrliB67LZK-NYuI4e3Sl-l0V6R,
24-03629_항원,2024-05-07,DB1001,성진,직영,양승혁,PRRS,항원,,1X0BKji6lr4yiLkwScDhXWXhiktHRftAJ,
24-03307_항원,2024-04-19,DB1001,성진,직영,양승혁,PRRS,항원,,1K2YWEY4f8VY2BF6AXybEFgBszI1v9Uk_,
24-03066_항원,2024-04-12,DB1001,성진,직영,양승혁,PRRS,항원,,1M6zlJd5ipzwogLym8UjxSwnhwpLg8iRm,
24-02935_항원,2024-04-06,DB1001,성진,직영,양승혁,PRRS,항원,,1fjigJ2dzxmG02GE4uHgIoQ4DagvKCUcC,
24-02935_혈청,2024-04-06,DB1001,성진,직영,양승혁,PRRS,혈청,,1EqLuycCV0xm261neGgkIrsdJUWSZmKpC,
24-02607_항원,2024-03-28,DB1001,성진,직영,양승혁,PRRS,항원,,1mbzz1w2CP1qJ-hKqUYk_rvKtsSxSFYwk,
24-02584_항원,2024-03-28,DB1001,성진,직영,양승혁,PRRS,항원,,1e_gTPicMrYBKQI1Z6J5PHJqUzIJ4dJyd,
24-02570_항원,2024-03-28,DB1001,성진,직영,양승혁,PRRS,항원,,1KvgV811YNE_kxuLg8zb55B6mqHND3Ydc,
24-02584_혈청,2024-03-28,DB1001,성진,직영,양승혁,PRRS,혈청,,1gNIzs3peaEDfpylzHhjjTiuIw-b9dIgS,
24-02607_혈청,2024-03-28,DB1001,성진,직영,양승혁,PRRS,혈청,,1lN_wf8gd1re90etY19dgvJeKZWOLRYua,
24-02570_혈청,2024-03-28,DB1001,성진,직영,양승혁,PRRS,혈청,,1yQRZ0tZqqE3g9i13cMdxKw7YcXAIjeIJ,
24-02312_항원,2024-03-19,DB1001,성진,직영,양승혁,PRRS,항원,,1hiedXR6HQNb7u5ATBqZek3chkE7iy99h,
24-02312_혈청,2024-03-19,DB1001,성진,직영,양승혁,PRRS,혈청,,10Xg9wQPpZiLLStMVG3znnRtcEr6Le2qT,
26-01888_항원,2026-03-05,DB1001,성진,직영,양승혁,PRRS,항원,,1iojLWI-t_9Bs7DwTbAw4Ix2fk6l-c6uz,
26-01889_항원,2026-03-05,DB1001,성진,직영,양승혁,PRRS,항원,,1SoK835UK0Mi9ZMWQMUk6E6yYdCKzNQRz,
26-01888_혈청,2026-03-05,DB1001,성진,직영,양승혁,PRRS,혈청,,1gI0bPvFvrzO39Ep8ecLjOdm9fKJoc2Qi,
26-01875_항원,2026-03-04,DB1001,성진,직영,양승혁,PRRS,항원,,1-PIPU8RNwzu8PlDt5DPjETR8XrPTddwW,
26-01875_혈청,2026-03-04,DB1001,성진,직영,양승혁,PRRS,혈청,,1ET7jCzLxVSqSRZoD1FOeyYwzGw6gj6HJ,
26-01800_항원,2026-03-03,DB1001,성진,직영,양승혁,PRRS,항원,,1Xz0rEsyDld5kkfjglK93Oe2zesvYJSY_,
26-01800_혈청,2026-03-03,DB1001,성진,직영,양승혁,PRRS,혈청,,1kNvE_haoiPgHhen_Ev4dSlJeFlkU30Io,
26-01243_항원,2026-02-19,"다비유종 비교(26-01243,01161,01093,25-11916,22-06063)","다비유종 비교(26-01243,01161,01093,25-11916,22-06063)",-,-,PRRS,항원,,1b7D8_HKYCNl1rSph-cS5P2J6XCUMAX6I,"20260219_다비유종 비교(26-01243,01161,01093,25-11916,22-06063).pdf"
26-01243_항원,2026-02-13,(염기서열분석) 26-01243 DA2008,(염기서열분석) 26-01243 DA2008,-,-,PRRS,항원,,10_2sTsFx9rhLcBq0CVWvb7Q6P7PRnejU,20260213_(염기서열분석) 26-01243 DA2008.pdf
26-01092_항체,2026-02-04,DB1001,성진,직영,양승혁,PRRS,항체,,1prNpoZwtRANfRZJbip_xZoVfF69IEEx7,20260204_(혈청) 26-01092 DA2008.pdf
1iM6f1eiRm_항원,2026-01-22,DB1001,성진,직영,양승혁,PRRS,항원,,1iM6f1eiRm4wssnAWMNbhclp2eiq1zAwt,20260122_26-079 양산AI센터.pdf
16rn7nrR0i_항원,2026-01-08,DB1001,성진,직영,양승혁,PRRS,항원,,16rn7nrR0idmiTklB1FVCNebos6rKZ5O6,20260108_26-026 양산AI센터.pdf
1QiWc00Ccg_항원,2025-12-11,DB2006,대월,직영,고상억,PRRS,항원,,1QiWc00CcgIYEWKvvC-zfaR0CbiY-TOza,"20251211_대월청안, DB2005-2 비교.pdf"
1RmkL3iGkM_항원,2025-12-11,db3022 비교,db3022 비교,-,-,PRRS,항원,,1RmkL3iGkMAz_qVmPyRpR6KD3mt0WLq33,20251211_db3022 비교.pdf
1uws52YGFr_항원,2025-12-10,DB2006,대월,직영,고상억,PRRS,항원,,1uws52YGFrCDHEMLfpzjztWTt6sUL58Et,"20251210_대월청안, DA2007, DB2005 비교.pdf"
25-11975_항체,2025-12-09,DB1001,성진,직영,양승혁,PRRS,항체,,1Xz7IG4cU2kT-ASgLM4-loivSwRJKxJFB,20251209_(혈청) 25-11975 DB2005-2.pdf
25-11916_항체,2025-12-08,DB1001,성진,직영,양승혁,PRRS,항체,,1YsNCKZ8oQPhk57j_IATd2mkaQODFCpgc,20251208_(혈청) 25-11916 대월청안.pdf
25-11433_항원,2025-11-24,DB1001,성진,직영,양승혁,PRRS,항원,,1mGpThak3EQ01iHk0ng3U_y6h_hq1qAQh,20251124_(항원) 25-11433 조치원SP센터.pdf
25-10412_항원,2025-11-10,DB1001,성진,직영,양승혁,PRRS,항원,,1ieHFF-ucZ--ZyHmKXD0JYQvG6MtzX0Uc,20251110_(항원) 25-10412 성진종돈.pdf
25-10288_항원,2025-10-31,DB2009,해림,직영,이희원,PRRS,항원,,1how8S5plaXkN0LW-_6ZTdejWli-gO3D_,20251031_(세균) 25-10288 해림종돈(HACCP).pdf
25-10412_항원,2025-10-31,DB1001,성진,직영,양승혁,PRRS,항원,,1krAbJTnNKn89xEeVE5xoZTmsioipo_BC,20251031_(항원) 25-10412 성진종돈.pdf
25-10412_항원,2025-10-30,DB1001,성진,직영,양승혁,PRRS,항원,,11BHjEkofaMkLACQMf9eKa-FuYud4OlIE,20251030_(항원) 25-10412 성진종돈.pdf
25-10412_항체,2025-10-30,DB1001,성진,직영,양승혁,PRRS,항체,,1WqsLDjWIvISHDexun0hPoPvMWiwCleX1,20251030_(혈청) 25-10412 성진종돈.pdf
25-10151_항체,2025-10-23,DB1001,성진,직영,양승혁,PRRS,항체,,1FjEKoUVuMXGKHCdr5FxKTQYW4AFqbwJ-,20251023_(혈청) 25-10151 다비연구소(25-09383).pdf
25-09945_항원,2025-10-20,(혈구분석)25-09945 다비연구소,(혈구분석)25-09945 다비연구소,-,-,PRRS,항원,,1zYh6XAZqBqfehfc1IRczDTldTzyOiXoO,20251020_(혈구분석)25-09945 다비연구소.pdf
25-09420_항원,2025-09-29,DB1001,성진,직영,양승혁,PRRS,항원,,17FIWh6El0J-raMTjb5vDekEe6FlmUMUC,20250929_(항원) 25-09420 DB2023.pdf
25-09420_항체,2025-09-29,DB1001,성진,직영,양승혁,PRRS,항체,,1ckQGSieoXrYMR4aqzbFmm6l-gZnGsmgC,20250929_(혈청) 25-09420 DB2023.pdf
25-07911_항체,2025-08-20,DB1001,성진,직영,양승혁,PRRS,항체,,1IUW7NBmglJVQe9oHQs9Wlna-GPyfDdh7,20250820_(혈청) 25-07911 DB3001.pdf
25-07790_항원,2025-08-19,DB1001,성진,직영,양승혁,PRRS,항원,,1TZLBuwuNMxrFJDBlZjvVXO7_rRIBiNLA,20250819_(항원) 25-07790 대덕종돈.pdf
10rQS4rrdF_항원,2025-08-07,DB1001,성진,직영,양승혁,PRRS,항원,,10rQS4rrdFkv3jISMudVf5iP7XWXCWM61,20250807_25-862 디앤디종돈.pdf
25-07147_항체,2025-07-30,DB1001,성진,직영,양승혁,PRRS,항체,,13HkHSJRgNVBOnzrkckJ1BA4wCuY-YGHK,20250730_(혈청) 25-07147 해금농장.pdf
1G4G1PoRYi_항원,2025-07-29,DB1001,성진,직영,양승혁,PRRS,항원,,1G4G1PoRYiSQaUJyaMkuVMLKKHbGilthI,20250729_25-834 디앤디종돈.pdf
25-06908_항원,2025-07-23,DB1001,성진,직영,양승혁,PRRS,항원,,1ENhgkNEGMzHvr4MWwD5Oe1-ADW-nE53I,20250723_(항원) 25-06908 유진농장.pdf
1GVVQIirNi_항원,2025-07-17,DB1001,성진,직영,양승혁,PRRS,항원,,1GVVQIirNixHcOyaJ-hQsFwaUyZtwhCX4,20250717_25-801 디앤디종돈.pdf
1EhZ0bmLFn_항원,2025-07-10,DB1001,성진,직영,양승혁,PRRS,항원,,1EhZ0bmLFnARIorBa2LU2LAr6YyFZFN35,20250710_25-764 디앤디종돈.pdf
25-06514_항원,2025-07-09,DB1001,성진,직영,양승혁,PRRS,항원,,1pTfsXBOVTIV_IduHNDvNlLnb8cqbE-ZY,20250709_(항원) 25-06514 DB3002.pdf
25-06514_항체,2025-07-09,DB1001,성진,직영,양승혁,PRRS,항체,,1BzNBBx0BjC_uMbzjqGi0ZLJ22NvqwHVG,20250709_(혈청) 25-06514 DB3002.pdf
25-05831_항원,2025-06-23,DB1001,성진,직영,양승혁,PRRS,항원,,1DwVWzaUvdhaZ7uqhhN5fSAS919OpPa1S,20250623_(항원) 25-05831 DA2007.pdf
1L_igAwPKR_항원,2025-06-19,DB1001,성진,직영,양승혁,PRRS,항원,,1L_igAwPKR9O7Whd1uBulr-rkMxFyr3yW,20250619_25-668 디앤디종돈.pdf
25-05269_항원,2025-06-13,DB3016,남도,협력,장석현,PRRS,항원,,1E2jM_UlR0iAxAZjwcIjuf5LlcQdXJ0nZ,20250613_(세균) 25-05269 DB3016(남도농장).pdf
1qNXBDd2p0_항원,2025-06-12,DB1001,성진,직영,양승혁,PRRS,항원,,1qNXBDd2p0gLSw3Dldqj5cFkWzwBPFuMS,20250612_25-633 디앤디종돈.pdf
25-05316_항원,2025-06-10,DB1001,성진,직영,양승혁,PRRS,항원,,1Xj7bf-JmzeIihxnpSdO4nYsIA77h81-D,20250610_(항원) 25-05316 DB3001.pdf
25-05316_항체,2025-06-10,DB1001,성진,직영,양승혁,PRRS,항체,,1iGzn503QTRu5FNtujY4ilH2U2CfWFGpF,20250610_(혈청) 25-05316 DB3001.pdf
1WuXnTOPy1_항원,2025-06-05,DB1001,성진,직영,양승혁,PRRS,항원,,1WuXnTOPy13gcpqWK3_pov78XcScWMWxo,20250605_25-598 디앤디종돈.pdf
1FNVSn_S12_항원,2025-05-29,DB1001,성진,직영,양승혁,PRRS,항원,,1FNVSn_S12hmMQWaJcI8dCc2KwFXlOyE3,20250529_25-581 디앤디종돈.pdf
1CZrOQyc47_항원,2025-05-22,DB1001,성진,직영,양승혁,PRRS,항원,,1CZrOQyc47hyAUhvd63nHRcdQj6L4jC-B,20250522_25-545 디앤디종돈.pdf
1xZuSzolWL_항원,2025-05-15,DB1001,성진,직영,양승혁,PRRS,항원,,1xZuSzolWLkvk8h4auF_OG9wI3Eaa9jS4,20250515_25-509 디앤디종돈.pdf
1fizZNbJay_항원,2025-05-08,DB1001,성진,직영,양승혁,PRRS,항원,,1fizZNbJay-qPR03pvHMaSH9DbmyBcnj0,20250508_25-485 디앤디종돈.pdf
120o90zRwV_항원,2025-04-28,(주)다비육종 DA2007 비교,(주)다비육종 DA2007 비교,-,-,PRRS,항원,,120o90zRwVpMJ7rNpSQor6Fw9A9b8M39Q,20250428_(주)다비육종 DA2007 비교.pdf
1dwQf4p34L_항원,2025-03-18,수송차량,수송차량,-,-,PRRS,항원,,1dwQf4p34LcpmP5q_BJ4jBe0u_dr2sS_M,20250318_(보안3급) CSA_3_#25-32_수송차량_250318.pdf
1rWDSI_kbx_항원,2025-03-14,DB4003,유기,위탁장,박지형,PRRS,항원,,1rWDSI_kbxdLvQ7z49O3QUD6fW7Zz12j8,20250314_(보안3급) CSA_3_#25-30_DB4003_250314.pdf
1n7iXSPlUv_항원,2025-02-18,DB2015,다원,직영,고상억,PRRS,항원,,1n7iXSPlUvYlXFJoPfSmw-KrftJ0f--W4,20250218_(보안3급) CSA_3_#25-19_DB2015_250218.pdf
1wqot6hFvK_항원,2025-02-07,수송차량,수송차량,-,-,PRRS,항원,,1wqot6hFvKBAeXFFUd1Ki6qJiAF0CP2r5,20250207_(보안3급) CSA_3_#25-16_수송차량_250207.pdf
1HgGj4PxBt_항원,2025-02-04,DB4003,유기,위탁장,박지형,PRRS,항원,,1HgGj4PxBthIQC1C_gZJGtkb35f71Z_nj,20250204_(보안3급) CSA_3_#25-14_DB4003_250204.pdf
1zClt4N_WZ_항원,2025-01-22,DB4003,유기,위탁장,박지형,PRRS,항원,,1zClt4N_WZsPAqfGD1Oo2VFYw1CuZxLrT,20250122_(보안3급) CSA_3_#25-11_DB4003_250122.pdf
25-00349_항원,2025-01-22,DB1002,대덕,직영,박지형,PRRS,항원,,1QVmjuRLupLI4Dq5_ITbTVDcpBCbzxbQg,20250122_(세균)25-00349_대덕종돈.pdf
1HhxXZoYli_항원,2025-01-14,DB4003,유기,위탁장,박지형,PRRS,항원,,1HhxXZoYliLBuLW2f9HRTQF0iDWcLycm3,20250114_(보안3급) CSA_3_#25-06_DB4003_250114.pdf
1eKsdjprCl_항원,2024-11-20,DB1001,성진,직영,양승혁,PRRS,항원,,1eKsdjprCl9v2X7BULZ1-L_4muB4oNhC0,20241120_3016남도 최종 결과 보고서(동물진료법인 네스트 [다비육종 님]).pdf
1Y_lAoxMrD_항체,2024-11-20,DB1001,성진,직영,양승혁,PRRS,항체,,1Y_lAoxMrD9CL5_TE0nBHFUauiP0z2fzP,20241120_3016남도 PRRSV 항체 검사 결과서(동물진료법인 네스트 [다비육종  님]).pdf
