접수번호,접수일자,농장코드,농장명,구분,담당수의사,질병명,검사종류,결과,PDF_파일ID,파일명
24-1203_항원,2024-09-25,DB4003,유기,위탁장,박지형,PRRS,항원,,1aqrV4xKPkDvQC6t4Q63aBk6_hvJnFpTE,20240925_24-1203 최종 결과서_네스트(4003유기).pdf
24-1202_항원,2024-09-25,DB2008,여울목,직영,고상억,PRRS,항원,,11hFXrQ8AWxWG3eX4Pj1KiEBLjA2vA1Vv,20240925_24-1202 PRRSV PCR_동물진료법인 네스트(2008여울목).pdf
24-1202_항원,2024-09-25,DB2008,여울목,직영,고상억,PRRS,항원,,1QmBZU2ytVIv3_GypyProrYA5L-p_pea5,20240925_24-1202_PRRS ELISA_동물진료법인네스트(2008여울목).pdf
24-1201_항원,2024-09-25,DB5002,조치원,SP센터,이희원,PRRS,항원,,1CtTjxS0ziXJtMqK8CCxrElaIKKMGMpLf,20240925_24-1201_PRRS ELISA_동물진료법인네스트(5002조치원).pdf
24-1201_항원,2024-09-25,DB5002,조치원,SP센터,이희원,PRRS,항원,,1SRNqh5JDHJqLR4tJ7REF21lbi3YtWsib,20240925_24-1201 최종 결과서_네스트(5002조치원).pdf
24-1196_항원,2024-09-25,DB3017,성산,협력,이희원,PRRS,항원,,1GprEoY_LDlOcr3NWRU1iz40a9mVZmCzv,20240925_24-1196_호흡기APP ELISA_동물진료법인네스트(3017 성산).pdf
24-1196_항원,2024-09-25,DB3017,성산,협력,이희원,PRRS,항원,,1j3IwtED5HlXJteJdaWw2yqc2ugk2pKJe,20240925_24-1196_마이코플라즈마 ELISA_동물진료법인네스트(3017 성산).pdf
24-1197_항원,2024-09-24,DB5001,중원,SP센터,장석현,PRRS,항원,,1N3JyTV5l2fK1f9O8sQzmiBSyYT4YG455,20240924_24-1197 PRRSV PCR_동물진료법인 네스트(5001중원).pdf
24-1197_항원,2024-09-24,DB5001,중원,SP센터,장석현,PRRS,항원,,1YxSS8kmdDgam4an1KlZsAxvy70ek_1LL,20240924_24-1197 PRRSV nPCR_동물진료법인 네스트(5001중원).pdf
24-1197_항원,2024-09-24,DB5001,중원,SP센터,장석현,PRRS,항원,,11LAhSnZMM-5lI7CrPVaUu7l_W-9SkKsp,20240924_24-1197_PRRS ELISA_동물진료법인네스트(5001 중원).pdf
24-1196_항원,2024-09-24,DB3017,성산,협력,이희원,PRRS,항원,,1vAKFrW14qFPig1TtsMNCOZntAozEu1SV,20240924_24-1196_PRRS ELISA_동물진료법인네스트(3017 성산).pdf
24-1196_항원,2024-09-24,DB3017,성산,협력,이희원,PRRS,항원,,1UopUaIXysLACdIN4Sjq6nD3yKa9RYzhh,20240924_24-1196 PRRSV PCR_동물진료법인 네스트(3017성산).pdf
24-1195_항원,2024-09-24,DB2015,다원,직영,고상억,PRRS,항원,,1hjFDweiHtDX6w4LtLzImC7_cayHQpIen,20240924_24-1195 PED_PCR_동물진료법인네스트(2015다원).pdf
24-1195_항원,2024-09-24,DB2015,다원,직영,고상억,PRRS,항원,,1sU1wGjHaymbv9wPTdy4eG2k2RtpaDXaZ,20240924_24-1195_PRRS ELISA_동물진료법인네스트(2015 다원).pdf
24-1195_항원,2024-09-24,DB2015,다원,직영,고상억,PRRS,항원,,1mfsz2X8izPROKxmlm4_23nIHFRljvY2a,20240924_24-1195 최종 결과서_네스트(2015다원).pdf
24-1194_항원,2024-09-24,DB3002,삼경,협력,장석현,PRRS,항원,,1Egkpls0s8VftTUKumW6Pq3ioybPSjymP,20240924_24-1194 PRRSV PCR_동물진료법인 네스트(3002삼경).pdf
24-1194_항원,2024-09-24,DB3002,삼경,협력,장석현,PRRS,항원,,1Jm-JaT5lgFBoDgy7aKYUgb3vB7gCy8SU,20240924_24-1194 PED_PCR_동물진료법인네스트(3002삼경).pdf
24-1194_항원,2024-09-24,DB3002,삼경,협력,장석현,PRRS,항원,,1mwFEFliODRkY9afk-t6o3PWsa9Ra8spx,20240924_24-1194_PRRS ELISA_동물진료법인네스트(3002 삼경).pdf
24-1193_항원,2024-09-24,DB3016,남도,협력,장석현,PRRS,항원,,1iROZ8-DnXtXH1Hyc8LSdP943ptCj8mC9,20240924_24-1193 PRRSV PCR_동물진료법인 네스트(3016남도).pdf
24-1193_항원,2024-09-24,DB3016,남도,협력,장석현,PRRS,항원,,1Y5r7XvFoLBrKQ4a4RIHvZ1vPWwzR59-S,20240924_24-1193 PED_PCR_동물진료법인네스트(3016남도).pdf
24-1193_항원,2024-09-24,DB3016,남도,협력,장석현,PRRS,항원,,1b6vWn0LRYhWLwNFaIInqQej8ifLlwrLm,20240924_24-1193_PRRS ELISA_동물진료법인네스트(3016 남도).pdf
24-1192_항원,2024-09-24,DB4014,버들,직영,양승혁,PRRS,항원,,1EgwVeIDOH6v3_VIG1Scc1VcBR9rQeGkh,20240924_24-1192 PRRSV PCR_동물진료법인 네스트(4014버들).pdf
24-1192_항원,2024-09-24,DB4014,버들,직영,양승혁,PRRS,항원,,1D2AS_zJsChS5K-QJkEVIFFhHBdhYyzhM,20240924_24-1192 PED_PCR_동물진료법인네스트(4014버들).pdf
24-1192_항원,2024-09-24,DB4014,버들,직영,양승혁,PRRS,항원,,1JNUbZSpfizPAiYW1qYyZahAqm5S-pWOT,20240924_24-1192_PRRS ELISA_동물진료법인네스트(4014 버들).pdf
24-1191_항원,2024-09-24,DB3007,효돈,협력,양승혁,PRRS,항원,,1yYFbNY7AB5th1393obhtvXfsTPSJbdjM,20240924_24-1191 PRRSV PCR_동물진료법인 네스트(3007효돈).pdf
24-1191_항원,2024-09-24,DB3007,효돈,협력,양승혁,PRRS,항원,,1r6tXX5JBZRZZkiY3jWP-kmSu55aex4q-,20240924_24-1191 PED_PCR_동물진료법인네스트(3007효돈).pdf
24-1191_항원,2024-09-24,DB3007,효돈,협력,양승혁,PRRS,항원,,19NNcioSouqvvo98JOj4GSWfsF7SjaVTP,20240924_24-1191_PRRS ELISA_동물진료법인네스트(3007 효돈).pdf
24-1188_항원,2024-09-20,DB2009,해림,직영,이희원,PRRS,항원,,1TzXD3pO4M1LBmIICHGjQxLgvmdDayf4b,20240920_24-1188 최종 결과서_네스트(2009해림).pdf
24-1187_항원,2024-09-20,DB1001,성진,직영,양승혁,PRRS,항원,,1Mjc_UxIdMg8r2_WgxGacRYwSkoTDzHLR,20240920_24-1187 PRRSV PCR_동물진료법인 네스트(1001성진).pdf
24-1187_항원,2024-09-20,DB1001,성진,직영,양승혁,PRRS,항원,,1WI4SUYOYFNIT42USogxxf7UxuvfZP-jj,20240920_24-1187_PRRS ELISA_동물진료법인네스트(1001성진).pdf
24-1186_항원,2024-09-20,DB3007,효돈,협력,양승혁,PRRS,항원,,1IcvgPb6cUQzt9X8Ya2J2768FIQUK-IEs,20240920_24-1186 PRRSV PCR_동물진료법인 네스트(3007효돈).pdf
24-1186_항원,2024-09-20,DB3007,효돈,협력,양승혁,PRRS,항원,,1vsNFd4RqSm5EQBl1nYSAlg92Nwn3bYy8,20240920_24-1186 PED_PCR_동물진료법인네스트(3007효돈).pdf
24-1186_항원,2024-09-20,DB3007,효돈,협력,양승혁,PRRS,항원,,1_RlTTt5qA8mgovz37xc8hvVuKV7epod-,20240920_24-1186_PRRS ELISA_동물진료법인네스트(3007효돈).pdf
24-1185_항원,2024-09-20,DB4003,유기,위탁장,박지형,PRRS,항원,,1f1nHnT6RhbJhimYVFN5tZ77OlVGQwHJS,20240920_24-1185 PRRSV PCR_동물진료법인 네스트(4003유기).pdf
24-1185_항원,2024-09-20,DB4003,유기,위탁장,박지형,PRRS,항원,,1mc_Dh0AtHfbbJRyOz2nAZ5-7Bie2rGgX,20240920_24-1185 PED_PCR_동물진료법인네스트(4003유기).pdf
24-1185_항원,2024-09-20,DB4003,유기,위탁장,박지형,PRRS,항원,,17Q5MiuV1k5Q2cbvbBrK2h-Dfjbaqj3n1,20240920_24-1185_PRRS ELISA_동물진료법인네스트(4003유기).pdf
24-1184_항원,2024-09-20,DB2015,다원,직영,고상억,PRRS,항원,,1vU33mhC0xdlimb2aHAnHVpVjphE71dHX,20240920_24-1184 PED_PCR_동물진료법인네스트(2015다원).pdf
24-1184_항원,2024-09-20,DB2015,다원,직영,고상억,PRRS,항원,,1wjqwit9r3IIZUoOJPE0blKGLsjSAZ3AP,20240920_24-1184_PRRS ELISA_동물진료법인네스트(2015다원).pdf
24-1184_항원,2024-09-20,DB2015,다원,직영,고상억,PRRS,항원,,1iIm0WEIKt_9KbKV_fnwuqP_X8tqw3lLF,20240920_24-1184 최종 결과서_네스트(2015다원).pdf
24-1149_항원,2024-09-20,DB2009,해림,직영,이희원,PRRS,항원,,18dRRGG6bQwMHDcGWwE5UA6gWBsJ0al2v,20240920_24-1149_마이코플라즈마 ELISA_동물진료법인네스트(2009해림).pdf
24-1149_항원,2024-09-20,DB2009,해림,직영,이희원,PRRS,항원,,1a9iL2blZRy4op_zrLwDl2xKNuu6EfOmg,20240920_24-1149 최종 결과서_네스트(2009해림).pdf
24-1149_항원,2024-09-20,DB2009,해림,직영,이희원,PRRS,항원,,1-n2km2fVs3V5twZ5Fd5pz0mtTBsnxNtm,20240920_24-1149 PED_PCR_동물진료법인네스트(2009해림).pdf
24-1149_항원,2024-09-20,DB2009,해림,직영,이희원,PRRS,항원,,19HL1SxSP3iAsJzbl1jJ5UhoJf93iIUgU,20240920_24-1149_호흡기 APP ELISA_동물진료법인네스트(2009해림).pdf
24-1176_항원,2024-09-12,DB2006,대월,직영,고상억,PRRS,항원,,1iMa4Zc2LThX-d3-9m0cIIjO5UGxOiDPf,20240912_24-1176 PRRSV PCR_동물진료법인 네스트(2006대월).pdf
24-1176_항원,2024-09-12,DB2006,대월,직영,고상억,PRRS,항원,,1RoNAvtA3S6urR60AmCG4pva2DdPPpjIa,20240912_24-1176_PRRS ELISA_동물진료법인네스트(2006대월).pdf
24-1173_항원,2024-09-11,DB5001,중원,SP센터,장석현,PRRS,항원,,1RCVyrZTdIVLdO90DoKiDilLshuKQOyTK,20240911_24-1173_PRRS ELISA_동물진료법인네스트(5001중원).pdf
24-1173_항원,2024-09-11,DB5001,중원,SP센터,장석현,PRRS,항원,,1hYbVXTtuREvfu-18xhgAlXC7mqBMng8q,20240911_24-1173 최종 결과서_네스트(5001중원).pdf
24-1172_항원,2024-09-11,DB3016,남도,협력,장석현,PRRS,항원,,1MyGg65wZFOOGOCaOJzS9h12qkxh4T2jg,20240911_24-1172 PRRSV PCR_동물진료법인 네스트(3016남도).pdf
24-1172_항원,2024-09-11,DB3016,남도,협력,장석현,PRRS,항원,,1mDHCWC9PJVRY1KeuJV6I7BMKCfcv0dVX,20240911_24-1172 PED_PCR_동물진료법인네스트(3016남도).pdf
24-1172_항원,2024-09-11,DB3016,남도,협력,장석현,PRRS,항원,,1TD2n3TzzzVsIBb__FSSj7GCssehCq69e,20240911_24-1172_PRRS ELISA_동물진료법인네스트(3016남도).pdf
24-1169_항원,2024-09-10,DB4003,유기,위탁장,박지형,PRRS,항원,,1UHXXnN8AR7ourTfWMXiLaN6fOPxaX88b,20240910_24-1169_PRRS ELISA_동물진료법인네스트(4003유기).pdf
24-1169_항원,2024-09-10,DB4003,유기,위탁장,박지형,PRRS,항원,,15aWkRrZlC9sJwa71P_u4_J2lyoZ7BvRj,20240910_24-1169 최종 결과서_네스트(4003유기).pdf
24-1169_항원,2024-09-10,DB4003,유기,위탁장,박지형,PRRS,항원,,1pHO4bh17YiFXaC88QSVnCr3AA2mEA79z,20240910_24-1169 PRRSV PCR_동물진료법인 네스트(4003유기).pdf
24-1168_항원,2024-09-10,DB3007,효돈,협력,양승혁,PRRS,항원,,13V9dU1iaYBNSR5Bz7uxJif2AUHb1U-58,20240910_24-1168 PRRSV PCR_동물진료법인 네스트(3007효돈).pdf
24-1168_항원,2024-09-10,DB3007,효돈,협력,양승혁,PRRS,항원,,1GYRHz7w2WxN3IGMoiLI66oxMzeWPIJmH,20240910_24-1168 PED_PCR_동물진료법인네스트(3007효돈).pdf
24-1168_항원,2024-09-10,DB3007,효돈,협력,양승혁,PRRS,항원,,1P8mL0gGRfR71I3y27mLjamnbb_caNT6K,20240910_24-1168_PRRS ELISA_동물진료법인네스트(3007효돈).pdf
24-1167_항원,2024-09-10,DB3017,성산,협력,이희원,PRRS,항원,,1QN35DRx1Rk6nKOT3h1Tyeclo_v96hy1M,20240910_24-1167 PED_PCR_동물진료법인네스트(3017성산).pdf
24-1167_항원,2024-09-10,DB3017,성산,협력,이희원,PRRS,항원,,1bvbZhdT3NrU39GxDREd1dhJSC7aHVaU3,20240910_24-1167_PRRS ELISA_동물진료법인네스트(3017성산).pdf
24-1167_항원,2024-09-10,DB3017,성산,협력,이희원,PRRS,항원,,1ihMzUn-1kVsQZasA3i2x1bpKZU698kNY,20240910_24-1167 PRRSV PCR_동물진료법인 네스트(3017성산).pdf
24-1166_항원,2024-09-10,DB3014,운도,협력,양승혁,PRRS,항원,,1JXZIM21p5UBqj68HrXA-04WRkJMwEYFp,20240910_24-1166_PRRS ELISA_동물진료법인네스트(3014운도).pdf
24-1166_항원,2024-09-10,DB3014,운도,협력,양승혁,PRRS,항원,,16_TkyPL1pP4PJOIPyqZH35jBVb6cplf6,20240910_24-1166 최종 결과서_네스트(3014운도).pdf
24-1166_항원,2024-09-10,DB3014,운도,협력,양승혁,PRRS,항원,,17HwBzNNYvvu81Qm3trx2Yy2VTtT9xpC6,20240910_24-1166 PRRSV PCR_동물진료법인 네스트(3014운도).pdf
24-1165_항원,2024-09-10,DB2015,다원,직영,고상억,PRRS,항원,,1IOfZndatQipZcOlOxu-MlWDnQTaIzG8v,20240910_24-1165 PED_PCR_동물진료법인네스트(2015다원).pdf
24-1165_항원,2024-09-10,DB2015,다원,직영,고상억,PRRS,항원,,1ZdE3ns4rlBFieflkq2nJstriKa7d9-X6,20240910_24-1165_PRRS ELISA_동물진료법인네스트(2015다원).pdf
24-1165_항원,2024-09-10,DB2015,다원,직영,고상억,PRRS,항원,,1L6OKwkUDjbwHML8VL7yCEZAimK4OZbEj,20240910_24-1165 최종 결과서_네스트(2015다원).pdf
24-1164_항원,2024-09-10,DB3002,삼경,협력,장석현,PRRS,항원,,1qrzuyp1JlALC3rayVRxIG9xf-AGEKyCo,20240910_24-1164 PED_PCR_동물진료법인네스트(3002삼경).pdf
24-1164_항원,2024-09-10,DB3002,삼경,협력,장석현,PRRS,항원,,1zTUftVmIdr3-y-XeaMLobccSQVKspaAo,20240910_24-1164 최종 결과서_네스트(3002삼경).pdf
24-1164_항원,2024-09-10,DB3002,삼경,협력,장석현,PRRS,항원,,1EuEEPINIEZjEv6FBbp2nw6VBNu4ffOgD,20240910_24-1164 PRRSV PCR_동물진료법인 네스트(3002삼경).pdf
24-1159_항원,2024-09-06,DB2011,서후,직영,박지형,PRRS,항원,,1I1JFyLrrUQ0S1wti3E1O92X45J9g8bNx,20240906_24-1159 PRRSV PCR_동물진료법인 네스트(2011서후).pdf
24-1159_항원,2024-09-06,DB2011,서후,직영,박지형,PRRS,항원,,1MXJyqO6_PLTlawrrqctay3FNxzTMZETm,20240906_24-1159_PRRS ELISA_동물진료법인네스트(2011서후).pdf
24-1158_항원,2024-09-06,DB3021,화진,협력,양승혁,PRRS,항원,,1S-3fF4WcnsqWkdGEaOuAhZhfH-Cdc_Iq,20240906_24-1158 PED_PCR_동물진료법인네스트(3021화진).pdf
24-1149_항원,2024-09-06,DB2009,해림,직영,이희원,PRRS,항원,,10Ettou7kWNNm_GBmnnsfDVmBTRG6R7wq,20240906_24-1149_마이코플라즈마 ELISA_동물진료법인네스트(2009해림).pdf
24-1149_항원,2024-09-06,DB2009,해림,직영,이희원,PRRS,항원,,1CHENYl29SDLIi5Q8Dfn6iyWSk8xZNsG8,20240906_24-1149_호흡기 APP ELISA_동물진료법인네스트(2009해림).pdf
24-1155_항원,2024-09-05,DB4003,유기,위탁장,박지형,PRRS,항원,,1hXcFpLvkqnxPSSx7Y7jjasbf6djURDmf,20240905_24-1155 PRRSV PCR_동물진료법인 네스트(4003유기).pdf
24-1155_항원,2024-09-05,DB4003,유기,위탁장,박지형,PRRS,항원,,14wvjs1pt-ah_gM9fIII5Cf54X8lP88t5,20240905_24-1155_PRRS ELISA_동물진료법인네스트(4003유기).pdf
24-1153_항원,2024-09-05,DB1001,성진,직영,양승혁,PRRS,항원,,1P2hAf4m4kSONPVGkf4F8TyLSn7ajSfzd,20240905_24-1153 PRRSV PCR_동물진료법인네스트(1001성진).pdf
24-1153_항원,2024-09-05,DB1001,성진,직영,양승혁,PRRS,항원,,1qTWE0N9uRj0OrVc8q_fTuRL3rSynT6Qf,20240905_24-1153_PRRS ELISA_동물진료법인네스트(1001성진).pdf
24-1149_항원,2024-09-04,DB2009,해림,직영,이희원,PRRS,항원,,1D_Y3MbCl41_KsKFgSiwxXBkjhOLJ5OgK,20240904_24-1149 PED_PCR_동물진료법인네스트(2009해림).pdf
24-1147_항원,2024-09-04,DB5002,조치원,SP센터,이희원,PRRS,항원,,12fYuXSsWOgqIzgI15yLTIbA0atVs6eXe,20240904_24-1147 PED_PCR_동물진료법인네스트(5002조치원).pdf
24-1147_항원,2024-09-04,DB5002,조치원,SP센터,이희원,PRRS,항원,,1yRKJLma6Z5sW8vjWWN0vheKvZ-6puPYW,20240904_24-1147 PRRSV PCR(차량거즈)_동물진료법인 네스트(5002조치원).pdf
24-1147_항원,2024-09-03,DB5002,조치원,SP센터,이희원,PRRS,항원,,1O4kXi3AnKWEN0VTsKeYKoWpn4RNE-cFD,20240903_24-1147_PRRS ELISA_동물진료법인네스트(5002 조치원).pdf
24-1147_항원,2024-09-03,DB5002,조치원,SP센터,이희원,PRRS,항원,,14QyNc28QCZZoS0rMjtMKXtQRik1-nepQ,20240903_24-1147 최종 결과서_네스트(5002조치원).pdf
24-1147_항원,2024-09-03,DB5002,조치원,SP센터,이희원,PRRS,항원,,1nr3KTOLzInLwg26YaiZmb5Kh3PNMOUS-,20240903_24-1147 PRRSV PCR_동물진료법인네스트(5002 조치원).pdf
24-1146_항원,2024-09-03,DB2008,여울목,직영,고상억,PRRS,항원,,1I86dfiyggq_cvLhamfa6yvExI3RAjlf_,20240903_24-1146_PRRS ELISA_동물진료법인네스트(2008 여울목).pdf
24-1146_항원,2024-09-03,DB2008,여울목,직영,고상억,PRRS,항원,,1A3rvUd1jhCRLwtSXKOYML_8dr3LxSlpB,20240903_24-1146 최종 결과서_네스트(2008여울목).pdf
24-1145_항원,2024-09-03,DB5001,중원,SP센터,장석현,PRRS,항원,,1wQlzcK0LzDpKZCmzFlfo1K2xH3ChSes-,20240903_24-1145_PRRS ELISA_동물진료법인네스트(5001 중원).pdf
24-1145_항원,2024-09-03,DB5001,중원,SP센터,장석현,PRRS,항원,,1y3nORdm9tZe2da_TqW26nYGpyl3acagW,20240903_24-1145 최종 결과서_네스트(5001중원).pdf
24-1144_항원,2024-09-03,DB4003,유기,위탁장,박지형,PRRS,항원,,13Bp2ZNtfMvskMzgyhF2rywdivdjA7UAT,20240903_24-1144_PRRS ELISA_동물진료법인네스트(4003 유기).pdf
24-1144_항원,2024-09-03,DB4003,유기,위탁장,박지형,PRRS,항원,,1Mo0cAVUC-uhsKbMfkZuglPZ6l_qzflJ6,20240903_24-1144 최종 결과서_네스트(4003유기).pdf
24-1144_항원,2024-09-03,DB4003,유기,위탁장,박지형,PRRS,항원,,15JhJO2FKtVrt8JKuZf2hgIQTvdj5vZOz,20240903_24-1144 PRRSV PCR_동물진료법인네스트(4003 유기).pdf
24-1143_항원,2024-09-03,DB3014,운도,협력,양승혁,PRRS,항원,,1bNEijg_kKdcvJ-brGvZmr4LQ6QiCu7Im,20240903_24-1143 PED_PCR_동물진료법인네스트(3014운도).pdf
24-1143_항원,2024-09-03,DB3014,운도,협력,양승혁,PRRS,항원,,1APaVK9X7Ae_T1dlPPq4yU3HpNWJd1sCr,20240903_24-1143_PRRS ELISA_동물진료법인네스트(3014 운도).pdf
24-1143_항원,2024-09-03,DB3014,운도,협력,양승혁,PRRS,항원,,1biAKLBnJJCyLlR5r6FniDizKgJBZ4ZSc,20240903_24-1143 최종 결과서_네스트(3014운도).pdf
24-1142_항원,2024-09-03,DB3007,효돈,협력,양승혁,PRRS,항원,,19Z4pPEbNmHz_DbDaQCdWKmyxa1Bt7z5m,20240903_24-1142_PRRS ELISA_동물진료법인네스트(3007 효돈).pdf
24-1142_항원,2024-09-03,DB3007,효돈,협력,양승혁,PRRS,항원,,1xpb1dalINhdVA9JA8XjUixdkYWlRcvsp,20240903_24-1142 최종 결과서_네스트(3007효돈).pdf
24-1142_항원,2024-09-03,DB3007,효돈,협력,양승혁,PRRS,항원,,1B8qU5LaCsLiUNR_ka10nK71lqo_fsy95,20240903_24-1142 PRRSV PCR_동물진료법인네스트(3007 효돈).pdf
24-1141_항원,2024-09-03,DB2015,다원,직영,고상억,PRRS,항원,,17QWKyjSD5izY6N3TB2hS4mA6Y0YuyqYY,20240903_24-1141 PRRSV PCR_동물진료법인네스트(2015 다원).pdf
24-1141_항원,2024-09-03,DB2015,다원,직영,고상억,PRRS,항원,,1fARI21brsoEMw7z_AgJcb7hhJc0ci7HQ,20240903_24-1141 PED_PCR_동물진료법인네스트(2015다원).pdf
24-1141_항원,2024-09-03,DB2015,다원,직영,고상억,PRRS,항원,,1hYc12BE78y75zMJyn6BMLZkkhRJDLx-N,20240903_24-1141_PRRS ELISA_동물진료법인네스트(2015 다원).pdf
24-1140_항원,2024-09-03,DB3016,남도,협력,장석현,PRRS,항원,,1E0WeXmPV8vKgSL25JRn5F9mZPq1YByAV,20240903_24-1140 PED_PCR_동물진료법인네스트(3016남도).pdf
24-1140_항원,2024-09-03,DB3016,남도,협력,장석현,PRRS,항원,,1C_ssCaMCWTjt_k83tYLipstbauP52wlM,20240903_24-1140_PRRS ELISA_동물진료법인네스트(3016 남도).pdf
24-1140_항원,2024-09-03,DB3016,남도,협력,장석현,PRRS,항원,,1kG3wiO6jyMW6FeJEGU7dowWWurDJSIDH,20240903_24-1140 최종 결과서_네스트(3016남도).pdf
24-1139_항원,2024-09-03,DB3002,삼경,협력,장석현,PRRS,항원,,1L_0Z8GhHAQcMia_UXxqeKUWuB9Xrns5C,20240903_24-1139 PRRSV PCR_동물진료법인네스트(3002 삼경).pdf
24-1139_항원,2024-09-03,DB3002,삼경,협력,장석현,PRRS,항원,,18_SI_IIml3jgPgGTYsEGOKVy8-2NR-bU,20240903_24-1139 PED_PCR_동물진료법인네스트(3002삼경).pdf
24-1139_항원,2024-09-03,DB3002,삼경,협력,장석현,PRRS,항원,,1V4hAvOzG98BEFUXTtqtckCbVf06u9wMM,20240903_24-1139_PRRS ELISA_동물진료법인네스트(3002삼경).pdf
24-1138_항원,2024-09-03,DB3017,성산,협력,이희원,PRRS,항원,,1JAOR3blA9vmFY1WlMXTgojiqtjYriYYV,20240903_24-1138 PRRSV PCR_동물진료법인네스트(3017성산).pdf
24-1138_항원,2024-09-03,DB3017,성산,협력,이희원,PRRS,항원,,18Tmbl_tZENGGbU1upiSRK8-KzSiDaLoz,20240903_24-1138 PED_PCR_동물진료법인네스트(3017성산).pdf
24-1138_항원,2024-09-03,DB3017,성산,협력,이희원,PRRS,항원,,1g_eCnZuVqTNGSBgGbyvCLxrwXV7d38MQ,20240903_24-1138_PRRS ELISA_동물진료법인네스트(3017성산).pdf
24-07503_항체,2024-08-29,DB1001,성진,직영,양승혁,PRRS,항체,,1nfHzx3Sv3Uda7phP8aiNdKh1N8JbCVno,20240829_(혈청) 24-07503 DB4003.pdf
24-03629_항원,2024-04-29,DB1001,성진,직영,양승혁,PRRS,항원,,1xp3yPhWQXWSfF6cpM0xUPTYQmKSruM4K,20240429_(항원) 24-03629 중원SP센터(DB5001).pdf
24-02584_항체,2024-03-28,DB1001,성진,직영,양승혁,PRRS,항체,,1xfeEg5X87wGDK1E8gVi4g7zBCcEWMNQa,20240328_(혈청) 24-02584 구룡축산.pdf
